Date;Item;SKU_Category;Concatenate_ID;Sales_Percent;Sales_Amount;Cost;Gross_Profit;Commission_Cost;Retail_Net_Earnings;Profit_Ratio;Net_Earnings;Cost_to_Profit_Ratio;Cost_Ratio;Profit_Contribution_Ratio;Company;Category;Agent
07/11/2022;UltraMobile 1 month 250 mb ;WIRLSVS;SA-202281901-WIRLSVS;0.0003;16;14;2;1;1;0.1328;1;6.5294;0.8672;0.0001;UltraMobile;Wireless Service;STKYOSEF
07/11/2022;iPhone 6s Plus Charging Port;DVRP;SA-202281902-DVRP;0.0006;40;20;20;8;12;0.5;12;1;0.5;0.0005;EY Cell;Device Repair;STKEVON
07/11/2022;iPhone 11 Pro Max  Screen Repair Service;DVRP;SA-202281903-DVRP;0.0024;150;120;30;12;18;0.2;18;4;0.8;0.0008;InCell ;Device Repair;STKANSON
07/11/2022;Software Download Service Fee;SFSV;SA-202281904-SFSV;0.0002;10;0;10;4;6;1;6;0;0;0.0003;EY Cell;Software Service;STKANSON
07/11/2022;LycaMobile  3 Month 3 GB ;WIRLSVS;SA-202281905-WIRLSVS;0.0011;70;53;17;7;10;0.2419;10;3.1347;0.7581;0.0005;LycaMobile;Wireless Service;STKEVON
07/11/2022;UltraMobile 3 Month Unlimited;WIRLSVS;SA-202281906-WIRLSVS;0.0025;154;141;13;5;8;0.0844;8;10.8462;0.9156;0.0003;UltraMobile;Wireless Service;STKANSON
07/11/2022;14 plus Phone Case and Protective Glass;TXTA;SA-202281907-TXTA;0.0005;30;8;22;9;13;0.7333;13;0.3636;0.2667;0.0006;Temu;Tech Accessories;STKEVON
07/11/2022;Car Charger;TXTA;SA-202281908-TXTA;0.0002;15;8;7;3;4;0.4667;4;1.1429;0.5333;0.0002;Apple;Tech Accessories;STKEVON
08/11/2022;iphone SE 2 64GB;RFBPHN;SA-202281909-RFBPHN;0.0034;210;125;85;34;51;0.4048;51;1.4706;0.5952;0.0023;Apple;Refurbished Phone or Device;STKANSON
08/11/2022;LycaMobile 3 month 6 GB;WIRLSVS;SA-202281910-WIRLSVS;0.0014;85;35;50;20;30;0.5874;30;0.7024;0.4126;0.0013;LycaMobile;Wireless Service;STKANSON
08/11/2022;SimpleMobile 3 Month Unlimited;WIRLSVS;SA-202281911-WIRLSVS;0.0025;156;134;22;9;13;0.1394;13;6.1724;0.8606;0.0006;SimpleMobile;Wireless Service;STKEVON
08/11/2022;14 Protective Glass;TXTA;SA-202281912-TXTA;0.0002;10;2;8;3;5;0.8;5;0.25;0.2;0.0002;Temu;Tech Accessories;STKYOSEF
08/11/2022;iPhone X Back Screen Repair;DVRP;SA-202281913-DVRP;0.0011;70;15;55;22;33;0.7857;33;0.2727;0.2143;0.0015;InCell ;Device Repair;STKYOSEF
08/11/2022;UltraMobile 3 Month 2 GB;WIRLSVS;SA-202281914-WIRLSVS;0.0009;56;23;33;13;20;0.5821;20;0.7178;0.4179;0.0009;UltraMobile;Wireless Service;STKYOSEF
08/11/2022;LycaMobile 3 Month 15 GB;WIRLSVS;SA-202281915-WIRLSVS;0.0016;98;86;12;5;7;0.1178;7;7.4922;0.8822;0.0003;LycaMobile;Wireless Service;STKANSON
08/11/2022;UltraMobile 3 Month 3 GB;WIRLSVS;SA-202281916-WIRLSVS;0.0012;78;66;12;5;7;0.1538;7;5.5;0.8462;0.0003;UltraMobile;Wireless Service;STKANSON
08/11/2022;UltraMobile 1 Year 2 GB;WIRLSVS;SA-202281917-WIRLSVS;0.0031;196;180;16;6;10;0.0816;10;11.25;0.9184;0.0004;UltraMobile;Wireless Service;STKANSON
08/11/2022;iphone 8 Charging Port Repair;DVRP;SA-202281918-DVRP;0.0006;40;20;20;8;12;0.5;12;1;0.5;0.0005;Apple;Device Repair;STKANSON
08/11/2022;SimpleMobile 1 Month 3 GB;WIRLSVS;SA-202281919-WIRLSVS;0.0004;27;23;4;2;3;0.1574;3;5.3529;0.8426;0.0001;SimpleMobile;Wireless Service;STKANSON
08/11/2022;Earphone Lighting Cable;TXTA;SA-202281920-TXTA;0.0004;25;22;3;1;2;0.12;2;7.3333;0.88;0.0001;Apple;Tech Accessories;STKEVON
08/11/2022;LycaMobile 3 Month unlimited;WIRLSVS;SA-202281921-WIRLSVS;0.002;126;102;24;10;14;0.1905;14;4.25;0.8095;0.0006;LycaMobile;Wireless Service;STKEVON
08/11/2022;Huawei Charging Port Repair;DVRP;SA-202281922-DVRP;0.0006;40;20;20;8;12;0.5;12;1;0.5;0.0005;Huawei;Device Repair;STKEVON
08/11/2022;LycaMobile 3 Month Unlimited ;WIRLSVS;SA-202281923-WIRLSVS;0.0024;150;128;22;9;13;0.1452;13;5.8871;0.8548;0.0006;LycaMobile;Wireless Service;STKYOSEF
08/11/2022;LycaMobile 3 Month Unlimited Prepaid;WIRLSVS;SA-202281924-WIRLSVS;0.0019;120;70;50;20;30;0.4167;30;1.4;0.5833;0.0013;LycaMobile;Wireless Service;STKYOSEF
08/11/2022;Pisen 10000 ma Charging;TXTA;SA-202281925-TXTA;0.0007;45;25;20;8;12;0.4444;12;1.25;0.5556;0.0005;Amazon;Tech Accessories;STKANSON
08/11/2022;iPhone 8 Plus Front and Back Screen Repair;RFBPHN;SA-202281926-RFBPHN;0.0016;100;50;50;20;30;0.5;30;1;0.5;0.0013;Apple;Refurbished Phone or Device;STKANSON
08/11/2022;iPhone 8 Plus Phone Case and Protective Glass;TXTA;SA-202281927-TXTA;0.0002;13;5;8;3;5;0.6154;5;0.625;0.3846;0.0002;Temu;Tech Accessories;STKANSON
08/11/2022;UltraMobile 3 Month 3 GB;WIRLSVS;SA-202281928-WIRLSVS;0.0012;76;69;7;3;4;0.0974;4;9.2703;0.9026;0.0002;UltraMobile;Wireless Service;STKEVON
08/11/2022;UltraMobile 3 Month 3 GB;WIRLSVS;SA-202281929-WIRLSVS;0.0012;76;69;7;3;4;0.0974;4;9.2703;0.9026;0.0002;UltraMobile;Wireless Service;STKYOSEF
08/11/2022; Xs Max Screen Repair;DVRP;SA-202281930-DVRP;0.0013;80;45;35;14;21;0.4375;21;1.2857;0.5625;0.0009;InCell ;Device Repair;STKYOSEF
08/11/2022;14 Pro Max Phone Case;TXTA;SA-202281931-TXTA;0.0002;10;3;7;3;4;0.7;4;0.4286;0.3;0.0002;Temu;Tech Accessories;STKEVON
08/11/2022;Earphone Lighting Cable;TXTA;SA-202281932-TXTA;0.0004;25;22;3;1;2;0.12;2;7.3333;0.88;0.0001;Apple;Tech Accessories;STKYOSEF
09/11/2022;UltraMobile 3 Month 2 GB;WIRLSVS;SA-202281933-WIRLSVS;0.0009;56;39;17;7;10;0.3036;10;2.2941;0.6964;0.0005;UltraMobile;Wireless Service;STKANSON
09/11/2022;iPad Pro Screen Repair;DVRP;SA-202281934-DVRP;0.0019;120;50;70;28;42;0.5833;42;0.7143;0.4167;0.0019;Apple;Device Repair;STKANSON
09/11/2022;iPhone 11 Phone Reboot Service;SFSV;SA-202281935-SFSV;0.0003;20;0;20;8;12;1;12;0;0;0.0005;EY Cell;Software Service;STKEVON
09/11/2022;UltraMobile 6 Month 250 MB;WIRLSVS;SA-202281936-WIRLSVS;0.0013;79;67;12;5;7;0.157;7;5.371;0.843;0.0003;UltraMobile;Wireless Service;STKYOSEF
09/11/2022;UltraMobile 6 Month 250 MB;WIRLSVS;SA-202281937-WIRLSVS;0.0013;80;47;33;13;20;0.4125;20;1.4242;0.5875;0.0009;UltraMobile;Wireless Service;STKEVON
09/11/2022;LycaMobile 3 Month 2 GB;WIRLSVS;SA-202281938-WIRLSVS;0.001;63;57;6;3;4;0.1029;4;8.7222;0.8971;0.0002;LycaMobile;Wireless Service;STKYOSEF
09/11/2022;LycaMobile 1 Month 3 GB;WIRLSVS;SA-202281939-WIRLSVS;0.0004;25;23;2;1;1;0.0952;1;9.5042;0.9048;0.0001;LycaMobile;Wireless Service;STKANSON
09/11/2022;iPhone 7 Battery Replacement and Screen Repair;DVRP;SA-202281940-DVRP;0.0015;95;45;50;20;30;0.5263;30;0.9;0.4737;0.0013;InCell ;Device Repair;STKYOSEF
09/11/2022;LycaMobile 3 Month Unlimited;WIRLSVS;SA-202281941-WIRLSVS;0.0019;120;111;9;4;5;0.075;5;12.3333;0.925;0.0002;LycaMobile;Wireless Service;STKANSON
09/11/2022;File Transfer Service fee;SFSV;SA-202281942-SFSV;0.0003;20;0;20;8;12;1;12;0;0;0.0005;EY Cell;Software Service;STKANSON
09/11/2022;iPhone 13 Phone Case and Protective Glass;TXTA;SA-202281943-TXTA;0.0003;20;5;15;6;9;0.75;9;0.3333;0.25;0.0004;Castify;Tech Accessories;STKANSON
09/11/2022;iphone 11 Pro Max Screen Repair;DVRP;SA-202281944-DVRP;0.0016;100;60;40;16;24;0.4;24;1.5;0.6;0.0011;InCell ;Device Repair;STKANSON
09/11/2022;iphone 12 Back Screen Repair ;DVRP;SA-202281945-DVRP;0.0009;55;15;40;16;24;0.7273;24;0.375;0.2727;0.0011;InCell ;Device Repair;STKEVON
09/11/2022;iPhone 12 Protective Glass;WIRLSVS;SA-202281946-WIRLSVS;0.0002;10;2;8;3;5;0.8;5;0.25;0.2;0.0002;Temu;Wireless Service;STKEVON
10/11/2022;UltraMobile Flex 4 Month ;WIRLSVS;SA-202281947-WIRLSVS;0.0009;55;46;9;4;5;0.1591;5;5.2857;0.8409;0.0002;UltraMobile;Wireless Service;STKYOSEF
10/11/2022;Type C Charger;TXTA;SA-202281948-TXTA;0.0002;12;5;7;3;4;0.5833;4;0.7143;0.4167;0.0002;Apple;Tech Accessories;STKANSON
10/11/2022;LycaMobile 1 Month 2 GB;WIRLSVS;SA-202281949-WIRLSVS;0.0003;21;19;2;1;1;0.1133;1;7.8235;0.8867;0.0001;LycaMobile;Wireless Service;STKANSON
10/11/2022;UltraMobile 3 Month 250 MB;WIRLSVS;SA-202281950-WIRLSVS;0.0007;46;39;7;3;4;0.1554;4;5.4336;0.8446;0.0002;UltraMobile;Wireless Service;STKANSON
10/11/2022;LycaMobile 1 Month 6 GB;WIRLSVS;SA-202281951-WIRLSVS;0.0005;31;28;3;1;2;0.1;2;9;0.9;0.0001;LycaMobile;Wireless Service;STKANSON
10/11/2022;Apple Charging Cable;TXTA;SA-202281952-TXTA;0.0003;21;1;20;8;12;0.9524;12;0.05;0.0476;0.0005;Apple;Tech Accessories;STKANSON
10/11/2022;H20 2 Month 6 GB;WIRLSVS;SA-202281953-WIRLSVS;0.001;64;57;7;3;4;0.1063;4;8.4118;0.8938;0.0002;H20;Wireless Service;STKYOSEF
10/11/2022;iPad Software Service Fee;SFSV;SA-202281954-SFSV;0.0002;10;0;10;4;6;1;6;0;0;0.0003;EY Cell;Software Service;STKYOSEF
10/11/2022;LycaMobile 4 Month Unlimited Plan Prepaid;WIRLSVS;SA-202281955-WIRLSVS;0.0019;120;50;70;28;42;0.5833;42;0.7143;0.4167;0.0019;LycaMobile;Wireless Service;STKANSON
10/11/2022;iPad 12.9 Protective Glass;TXTA;SA-202281956-TXTA;0.0002;15;5;10;4;6;0.6667;6;0.5;0.3333;0.0003;Temu;Tech Accessories;STKYOSEF
10/11/2022;iPhone XR  Motherboard Repair;DVRP;SA-202281957-DVRP;0.0006;40;0;40;16;24;1;24;0;0;0.0011;EY Cell;Device Repair;STKANSON
10/11/2022;iPhone 11 128 GB;NWPHN;SA-202281958-NWPHN;0.0104;650;570;80;32;48;0.1231;48;7.125;0.8769;0.0021;Apple;Brand New Phone;STKANSON
10/11/2022;UltraMobile 1 Year 2 GB;WIRLSVS;SA-202281959-WIRLSVS;0.0032;200;145;55;22;33;0.275;33;2.6364;0.725;0.0015;UltraMobile;Wireless Service;STKANSON
10/11/2022;Software Download Service Fee;SFSV;SA-202281960-SFSV;0.0001;5;0;5;2;3;1;3;0;0;0.0001;EY Cell;Software Service;STKANSON
10/11/2022;H20 Unlimited 2 Month;WIRLSVS;SA-202281961-WIRLSVS;0.0017;104;95;9;4;5;0.0865;5;10.5556;0.9135;0.0002;H20;Wireless Service;STKEVON
10/11/2022;LycaMobile 1 Month 2GB;WIRLSVS;SA-202281962-WIRLSVS;0.0003;21;19;2;1;1;0.1133;1;7.8235;0.8867;0.0001;LycaMobile;Wireless Service;STKANSON
10/11/2022;UltraMobile 3 Month 2 GB;WIRLSVS;SA-202281963-WIRLSVS;0.0009;56;40;16;6;10;0.2897;10;2.4515;0.7103;0.0004;UltraMobile;Wireless Service;STKANSON
11/11/2022;USB C charging Cable;TXTA;SA-202281964-TXTA;0.0002;10;6;4;2;2;0.4;2;1.5;0.6;0.0001;Apple;Tech Accessories;STKANSON
11/11/2022;iPhone 13 Pro Protective Glass;TXTA;SA-202281965-TXTA;0.0002;10;2;8;3;5;0.8;5;0.25;0.2;0.0002;Temu;Tech Accessories;STKEVON
11/11/2022;SimpleMobile 3 Month 3 GB;WIRLSVS;SA-202281966-WIRLSVS;0.0012;77;68;9;4;5;0.1136;5;7.8;0.8864;0.0002;SimpleMobile;Wireless Service;STKANSON
11/11/2022;H20 PayGo;WIRLSVS;SA-202281967-WIRLSVS;0.0004;22;19;3;1;2;0.1455;2;5.875;0.8545;0.0001;H20;Wireless Service;STKANSON
11/11/2022;iphone14 pro max 256 GB;NWPHN;SA-202281968-NWPHN;0.0271;1700;1600;100;40;60;0.0588;60;16;0.9412;0.0027;Apple;Brand New Phone;STKYOSEF
11/11/2022;iphone 6s plus Charging Port;DVRP;SA-202281969-DVRP;0.0006;35;0;35;14;21;1;21;0;0;0.0009;EY Cell;Device Repair;STKANSON
11/11/2022;iphone 6 plus protective glass;TXTA;SA-202281970-TXTA;0.0002;10;2;8;3;5;0.8;5;0.25;0.2;0.0002;Castify;Tech Accessories;STKEVON
11/11/2022;iphone13 Pro Max Protective Glass;NWPHN;SA-202281971-NWPHN;0.0151;950;800;150;60;90;0.1579;90;5.3333;0.8421;0.004;Apple;Brand New Phone;STKEVON
11/11/2022;H20 1 Year Basic Plan;WIRLSVS;SA-202281972-WIRLSVS;0.0016;100;57;43;17;26;0.43;26;1.3256;0.57;0.0011;H20;Wireless Service;STKYOSEF
11/11/2022;UltraMobile 1 Month 3 GB;WIRLSVS;SA-202281973-WIRLSVS;0.0005;28;25;3;1;2;0.1071;2;8.3333;0.8929;0.0001;UltraMobile;Wireless Service;STKEVON
11/11/2022;LycaMobile 2 Month 15 GB;WIRLSVS;SA-202281974-WIRLSVS;0.0013;82;77;5;2;3;0.0668;3;13.9635;0.9332;0.0001;LycaMobile;Wireless Service;STKYOSEF
11/11/2022;File Transfer Service Fee;SFSV;SA-202281975-SFSV;0.0003;20;0;20;8;12;1;12;0;0;0.0005;EY Cell;Software Service;STKEVON
11/11/2022;UltraMobile 6 Month 2 GB;WIRLSVS;SA-202281976-WIRLSVS;0.0017;105;96;9;4;5;0.0857;5;10.6667;0.9143;0.0002;UltraMobile;Wireless Service;STKEVON
11/11/2022;iPhone 8 Plus 256 GB;RFBPHN;SA-202281977-RFBPHN;0.0038;235;140;95;38;57;0.4043;57;1.4737;0.5957;0.0025;Apple;Refurbished Phone or Device;STKYOSEF
12/11/2022;iphone 8 plus 256GB Red;RFBPHN;SA-202281978-RFBPHN;0.0041;260;185;75;30;45;0.2885;45;2.4667;0.7115;0.002;Apple;Refurbished Phone or Device;STKANSON
12/11/2022;UltraMobile 3 Month 2 GB;WIRLSVS;SA-202281979-WIRLSVS;0.0009;56;25;31;12;19;0.5536;19;0.8065;0.4464;0.0008;UltraMobile;Wireless Service;STKYOSEF
12/11/2022;LycaMobile 4 Month Unlimited Prepaid;WIRLSVS;SA-202281980-WIRLSVS;0.0019;120;66;54;22;32;0.45;32;1.2222;0.55;0.0014;LycaMobile;Wireless Service;STKEVON
12/11/2022;UltraMobile 3 Month Unlimited;WIRLSVS;SA-202281981-WIRLSVS;0.0023;145;114;31;12;18;0.2117;18;3.7231;0.7883;0.0008;UltraMobile;Wireless Service;STKYOSEF
12/11/2022;iphone 7 Protective Glass;TXTA;SA-202281982-TXTA;0.0001;5;2;3;1;2;0.6;2;0.6667;0.4;0.0001;Castify;Tech Accessories;STKANSON
12/11/2022;iphone13 Protective Glass;TXTA;SA-202281983-TXTA;0.0001;5;2;3;1;2;0.6;2;0.6667;0.4;0.0001;Castify;Tech Accessories;STKEVON
12/11/2022;iPhone 11 Screen Repair;DVRP;SA-202281984-DVRP;0.0016;100;40;60;24;36;0.6;36;0.6667;0.4;0.0016;InCell ;Device Repair;STKYOSEF
12/11/2022;iPad Pro Screen Repair;DVRP;SA-202281985-DVRP;0.0048;300;160;140;56;84;0.4667;84;1.1429;0.5333;0.0037;Apple;Device Repair;STKYOSEF
12/11/2022;UltraMobile 3 Month 250 MB;WIRLSVS;SA-202281986-WIRLSVS;0.0007;46;39;7;3;4;0.1554;4;5.4336;0.8446;0.0002;UltraMobile;Wireless Service;STKANSON
12/11/2022;LycaMobile 4 Month 3 GB;WIRLSVS;SA-202281987-WIRLSVS;0.0016;100;76;24;10;14;0.2415;14;3.1408;0.7585;0.0006;LycaMobile;Wireless Service;STKEVON
12/11/2022;iPhone 11 Screen Repair;DVRP;SA-202281988-DVRP;0.0013;80;40;40;16;24;0.5;24;1;0.5;0.0011;InCell ;Device Repair;STKYOSEF
12/11/2022;LycaMobile 3 Month 2 GB;WIRLSVS;SA-202281989-WIRLSVS;0.001;63;48;15;6;9;0.2457;9;3.0698;0.7543;0.0004;LycaMobile;Wireless Service;STKYOSEF
12/11/2022;iPad Brand New Air 4;NWPHN;SA-202281990-NWPHN;0.0081;510;230;280;112;168;0.549;168;0.8214;0.451;0.0074;Apple;Brand New Phone;STKYOSEF
12/11/2022;LycaMobile 4 Month Unlimited Plan;WIRLSVS;SA-202281991-WIRLSVS;0.0035;220;161;81;32;48;0.3668;48;1.9928;0.731;0.0021;LycaMobile;Wireless Service;STKYOSEF
12/11/2022;LycaMobile 3 Month 2 GB;WIRLSVS;SA-202281992-WIRLSVS;0.0008;50;30;21;8;12;0.41;12;1.439;0.59;0.0005;LycaMobile;Wireless Service;STKEVON
12/11/2022;iPhone 11 Protective Case;TXTA;SA-202281993-TXTA;0.0002;10;2;8;3;5;0.8;5;0.25;0.2;0.0002;Castify;Tech Accessories;STKYOSEF
12/11/2022;iPhone 13 Phone Case and Protective Glass;TXTA;SA-202281994-TXTA;0.0003;20;5;15;6;9;0.75;9;0.3333;0.25;0.0004;Castify;Tech Accessories;STKEVON
12/11/2022;14 Max  Phone Case and Protective Glass;TXTA;SA-202281995-TXTA;0.0003;20;5;15;6;9;0.75;9;0.3333;0.25;0.0004;Castify;Tech Accessories;STKYOSEF
12/11/2022;H20  2 Month 6 GB;WIRLSVS;SA-202281996-WIRLSVS;0.001;64;58;6;3;4;0.1;4;9;0.9;0.0002;H20;Wireless Service;STKANSON
12/11/2022;iPhone SE II 64 GB;RFBPHN;SA-202281997-RFBPHN;0.0032;200;125;75;30;45;0.375;45;1.6667;0.625;0.002;Apple;Refurbished Phone or Device;STKEVON
12/11/2022;UltraMobile Sim Replacement;WIRLSVS;SA-202281998-WIRLSVS;0.0003;20;2;18;7;11;0.9;11;0.1111;0.1;0.0005;UltraMobile;Wireless Service;STKYOSEF
13/11/2022;iPhone 8 Plus 256 GB;RFBPHN;SA-202281999-RFBPHN;0.003;190;140;50;20;30;0.2632;30;2.8;0.7368;0.0013;Apple;Refurbished Phone or Device;STKEVON
13/11/2022;LycaMobile 3 Month 2 GB;WIRLSVS;SA-202282000-WIRLSVS;0.001;63;57;6;3;4;0.1029;4;8.7222;0.8971;0.0002;LycaMobile;Wireless Service;STKYOSEF
13/11/2022;iPhone 13 Phone Case;TXTA;SA-202282001-TXTA;0.0003;20;6;14;6;8;0.7;8;0.4286;0.3;0.0004;Castify;Tech Accessories;STKANSON
13/11/2022;LycaMobile 4 Month Unlimited Plan Prepaid;WIRLSVS;SA-202282002-WIRLSVS;0.0019;120;50;70;28;42;0.5833;42;0.7143;0.4167;0.0019;LycaMobile;Wireless Service;STKANSON
13/11/2022;iPhone 12 Protective Glass;TXTA;SA-202282003-TXTA;0.0001;5;2;3;1;2;0.6;2;0.6667;0.4;0.0001;Castify;Tech Accessories;STKANSON
13/11/2022;SimpleMobile 1 Month Unlimited;WIRLSVS;SA-202282004-WIRLSVS;0.0008;52;46;6;3;4;0.1202;4;7.32;0.8798;0.0002;SimpleMobile;Wireless Service;STKYOSEF
13/11/2022;UltraMobile 3 Month 250 MB;WIRLSVS;SA-202282005-WIRLSVS;0.0007;46;39;7;3;4;0.1554;4;5.4336;0.8446;0.0002;UltraMobile;Wireless Service;STKANSON
13/11/2022;UltraMobile Sim Replacement;WIRLSVS;SA-202282006-WIRLSVS;0.0003;20;2;18;7;11;0.9;11;0.1111;0.1;0.0005;UltraMobile;Wireless Service;STKYOSEF
13/11/2022;Apple Original Charging Cable;TXTA;SA-202282007-TXTA;0.0002;15;10;5;2;3;0.3333;3;2;0.6667;0.0001;Apple;Tech Accessories;STKANSON
13/11/2022;LycaMobile 4 Month 2 GB;WIRLSVS;SA-202282008-WIRLSVS;0.0013;84;66;18;7;11;0.2126;11;3.7032;0.7874;0.0005;LycaMobile;Wireless Service;STKEVON
13/11/2022;SanDisk Flash Drive 64 GB;TXTA;SA-202282009-TXTA;0.0006;35;11;24;10;14;0.6786;14;0.4737;0.3214;0.0006;SanDisk;Tech Accessories;STKYOSEF
13/11/2022;H20 PayGo;WIRLSVS;SA-202282010-WIRLSVS;0.0002;12;6;6;2;3;0.4667;3;1.1429;0.5333;0.0001;H20;Wireless Service;STKWAN
13/11/2022;iPhone 12 128 GB ;NWPHN;SA-202282011-NWPHN;0.0116;730;679;51;20;31;0.0699;31;13.3137;0.9301;0.0014;Apple;Brand New Phone;STKWAN
13/11/2022;Unblock TV Box;TXTA;SA-202282012-TXTA;0.0003;20;15;5;2;3;0.25;3;3;0.75;0.0001;Unblock;Tech Accessories;STKWAN
13/11/2022;LycaMobile 3 Month 6 GB;WIRLSVS;SA-202282013-WIRLSVS;0.0014;88;75;13;5;8;0.1532;8;5.5282;0.8468;0.0004;LycaMobile;Wireless Service;STKEVON
13/11/2022;UltraMobile 3 Month 2 GB;WIRLSVS;SA-202282014-WIRLSVS;0.0009;56;47;9;4;5;0.1576;5;5.3456;0.8424;0.0002;UltraMobile;Wireless Service;STKYOSEF
13/11/2022;Software Download Service Fee;SFSV;SA-202282015-SFSV;0.0001;5;0;5;2;3;1;3;0;0;0.0001;Apple;Software Service;STKWAN
13/11/2022;UltraMobile 6 Month 250 MB;WIRLSVS;SA-202282016-WIRLSVS;0.0013;79;69;10;4;6;0.1316;6;6.5962;0.8684;0.0003;UltraMobile;Wireless Service;STKWAN
13/11/2022;LycaMobile 1 Month 2 GB;WIRLSVS;SA-202282017-WIRLSVS;0.0003;21;19;2;1;1;0.1133;1;7.8235;0.8867;0.0001;LycaMobile;Wireless Service;STKANSON
13/11/2022;Huawei Protective Glass;TXTA;SA-202282018-TXTA;0.0001;5;2;3;1;2;0.6;2;0.6667;0.4;0.0001;Huawei;Tech Accessories;STKWAN
13/11/2022;LycaMobile 3 Month 6 GB;WIRLSVS;SA-202282019-WIRLSVS;0.0014;88;75;13;5;8;0.1532;8;5.5282;0.8468;0.0004;LycaMobile;Wireless Service;STKANSON
13/11/2022;Xs Max Screen Repair;DVRP;SA-202282020-DVRP;0.0016;100;60;40;16;24;0.4;24;1.5;0.6;0.0011;InCell ;Device Repair;STKWAN
13/11/2022;iPad Protective Glass Repair;DVRP;SA-202282021-DVRP;0.0016;100;40;60;24;36;0.6;36;0.6667;0.4;0.0016;Apple;Device Repair;STKWAN
13/11/2022;6 Feet Charging Cable;TXTA;SA-202282022-TXTA;0.0002;15;8;7;3;4;0.4667;4;1.1429;0.5333;0.0002;Apple;Tech Accessories;STKWAN
13/11/2022;Type C Earphone;TXTA;SA-202282023-TXTA;0.0003;20;12;8;3;5;0.4;5;1.5;0.6;0.0002;Apple;Tech Accessories;STKWAN
13/11/2022;iPhone 11 Battery Replacement;DVRP;SA-202282024-DVRP;0.001;60;20;40;16;24;0.6667;24;0.5;0.3333;0.0011;InCell ;Device Repair;STKWAN
13/11/2022;iPhone 12 Speaker;DVRP;SA-202282025-DVRP;0.001;60;20;40;16;24;0.6667;24;0.5;0.3333;0.0011;InCell ;Device Repair;STKYOSEF
13/11/2022;LycaMobile 1 Month 6 GB;WIRLSVS;SA-202282026-WIRLSVS;0.0005;31;28;3;1;2;0.0861;2;10.6105;0.9139;0.0001;LycaMobile;Wireless Service;STKEVON
13/11/2022;UltraMobile 1 Year 2 GB;WIRLSVS;SA-202282027-WIRLSVS;0.0031;196;157;39;16;23;0.199;23;4.0256;0.801;0.001;UltraMobile;Wireless Service;STKEVON
13/11/2022;LycaMobile 1 Month 2 GB;WIRLSVS;SA-202282028-WIRLSVS;0.0003;21;19;2;1;1;0.1133;1;7.8235;0.8867;0.0001;LycaMobile;Wireless Service;STKANSON
13/11/2022;LycaMobile 1 Month 6 GB;WIRLSVS;SA-202282029-WIRLSVS;0.0005;31;27;4;1;2;0.1184;2;7.4469;0.8816;0.0001;LycaMobile;Wireless Service;STKANSON
13/11/2022;Phone Case;TXTA;SA-202282030-TXTA;0.0001;5;3;2;1;1;0.4;1;1.5;0.6;0.0001;Castify;Tech Accessories;STKEVON
14/11/2022;Samsung Screen Repair;DVRP;SA-202282031-DVRP;0.0029;180;140;40;16;24;0.2222;24;3.5;0.7778;0.0011;Samsung;Device Repair;STKANSON
14/11/2022;11 Pro Max 512 GB ;RFBPHN;SA-202282032-RFBPHN;0.0096;600;505;95;38;57;0.1583;57;5.3158;0.8417;0.0025;Apple;Refurbished Phone or Device;STKEVON
14/11/2022;LycaMobile 4 Month Unlimited Plan;WIRLSVS;SA-202282033-WIRLSVS;0.0019;120;50;70;28;42;0.5833;42;0.7143;0.4167;0.0019;LycaMobile;Wireless Service;STKEVON
14/11/2022;LycaMobile 4 Month Unlimited Plan;WIRLSVS;SA-202282034-WIRLSVS;0.0019;120;50;70;28;42;0.5833;42;0.7143;0.4167;0.0019;LycaMobile;Wireless Service;STKANSON
14/11/2022;iPhone 13 Protective Glass;TXTA;SA-202282035-TXTA;0.0002;10;2;8;3;5;0.8;5;0.25;0.2;0.0002;Temu;Tech Accessories;STKANSON
14/11/2022;Phone Charger;TXTA;SA-202282036-TXTA;0.0002;10;6;9;4;5;0.9;5;0.6667;0.6;0.0002;Temu;Tech Accessories;STKEVON
14/11/2022;LycaMobile 3 month 3 GB ;WIRLSVS;SA-202282037-WIRLSVS;0.0012;75;54;21;9;13;0.2864;13;2.4916;0.7136;0.0006;LycaMobile;Wireless Service;STKYOSEF
14/11/2022;H20  4 Month 6GB ;WIRLSVS;SA-202282038-WIRLSVS;0.0014;88;49;39;16;23;0.4443;23;1.2506;0.5557;0.001;H20;Wireless Service;STKYOSEF
14/11/2022;Moto G  CellPhone;NWPHN;SA-202282039-NWPHN;0.0058;362;200;162;65;97;0.4475;97;1.2346;0.5525;0.0043;Motorola;Brand New Phone;STKYOSEF
14/11/2022;LycaMobile Data Service 5 GB   ;WIRLSVS;SA-202282040-WIRLSVS;0.0002;12;9;3;1;2;0.2275;2;3.3956;0.7725;0.0001;LycaMobile;Wireless Service;STKANSON
14/11/2022;LycaMobile 1 Month 2 GB;WIRLSVS;SA-202282041-WIRLSVS;0.0003;21;19;2;1;1;0.1133;1;7.8235;0.8867;0.0001;LycaMobile;Wireless Service;STKANSON
14/11/2022;UltraMobile Flex 4 Month;WIRLSVS;SA-202282042-WIRLSVS;0.0009;55;46;9;4;5;0.1591;5;5.2857;0.8409;0.0002;UltraMobile;Wireless Service;STKANSON
